,input_1,input_2,output,task_id,Actual
212,0.638538822,0.684023464,0.5126557,1,1
213,0.640946533,0.699724005,0.514048483,1,1
214,0.643188453,0.71541902,0.515293849,1,1
215,0.645252452,0.731074643,0.516415781,1,1
216,0.647129381,0.746653795,0.51743579,1,1
217,0.648814317,0.762116187,0.518373965,1,1
218,0.650307522,0.777418491,0.519250056,1,1
219,0.651614987,0.792514665,0.520084418,1,1
220,0.652748475,0.807356394,0.52089867,1,1
221,0.653724979,0.821893642,0.521715916,1,1
222,0.654565583,0.836075282,0.522560416,1,1
223,0.65529376,0.849849792,0.523456633,1,1
224,0.655933191,0.863166013,0.524427657,1,1
225,0.656505263,0.875973959,0.525493078,1,1
226,0.657026435,0.8882257,0.526666446,1,1
227,0.657505739,0.899876296,0.527952539,1,1
228,0.65794266,0.910884789,0.529344721,1,1
229,0.658325672,0.921215222,0.530822698,1,1
230,0.658631656,0.930837662,0.532351,1,1
231,0.658826384,0.939729149,0.533878478,1,1
232,0.658866145,0.947874533,0.535339071,1,1
233,0.6587005,0.955267101,0.536653947,1,1
234,0.658276037,0.961908934,0.537735062,1,1
235,0.657540874,0.96781092,0.538489964,1,1
236,0.656449567,0.972992363,0.538827581,1,1
237,0.654967991,0.977480165,0.538664549,1,1
238,0.653077741,0.981307582,0.537931547,1,1
239,0.650779586,0.984512588,0.536579055,1,1
240,0.64809557,0.987135936,0.534581943,1,1
241,0.645069459,0.989219039,0.53194238,1,1
242,0.641765342,0.990801819,0.528690689,1,1
243,0.638264418,0.991920709,0.524883985,1,1
244,0.634660144,0.992606968,0.520602667,1,1
245,0.631052125,0.992885486,0.515945063,1,1
246,0.627539262,0.992774171,0.511020767,1,1
247,0.624212806,0.992283996,0.505943353,1,1
248,0.621149937,0.991419691,0.500823194,1,1
249,0.618408482,0.990181016,0.495761128,1,1
250,0.616023248,0.988564496,0.490843546,1,1
251,0.614004265,0.986565429,0.486139308,1,1
252,0.612337039,0.984180011,0.481698666,1,1
253,0.610984718,0.981407352,0.477554124,1,1
254,0.60989189,0.978251227,0.473722956,1,1
255,0.6089896,0.974721425,0.470210969,1,1
256,0.608201063,0.970834588,0.467016968,1,1
257,0.60744758,0.966614506,0.464137373,1,1
258,0.606654106,0.962091883,0.461570473,1,1
259,0.60575407,0.957303618,0.459319879,1,1
260,0.604693088,0.952291708,0.457396873,1,1
261,0.603431377,0.947101883,0.455821478,1,1
262,0.601944782,0.941782114,0.454622247,1,1
263,0.600224468,0.936381116,0.453834864,1,1
264,0.598275437,0.93094697,0.453499795,1,1
265,0.596114101,0.925525944,0.45365926,1,1
266,0.59376522,0.920161582,0.454353883,1,1
267,0.591258516,0.914894083,0.455619326,1,1
268,0.588625284,0.909759959,0.457483227,1,1
269,0.585895295,0.904791939,0.459962695,1,1
270,0.583094202,0.900019071,0.463062518,1,1
271,0.580241631,0.895466931,0.466774216,1,1
272,0.577350054,0.891157904,0.471075929,1,1
273,0.574424431,0.887111433,0.475933117,1,1
274,0.571462597,0.883344224,0.481299944,1,1
275,0.568456259,0.879870343,0.487121207,1,1
276,0.565392465,0.876701205,0.493334623,1,1
277,0.56225534,0.873845461,0.499873298,1,1
278,0.559027914,0.871308799,0.506668205,1,1
279,0.55569386,0.869093695,0.513650496,1,1
280,0.552238965,0.867199167,0.520753555,1,1
281,0.548652225,0.865620563,0.527914681,1,1
282,0.54492649,0.864349443,0.535076356,1,1
283,0.541058624,0.863373583,0.542187096,1,1
284,0.537049223,0.862677125,0.549201895,1,1
285,0.53290195,0.862240885,0.556082315,1,1
286,0.528622619,0.862042813,0.562796277,1,1
287,0.524218144,0.862058596,0.569317647,1,1
288,0.519695501,0.862262349,0.575625667,1,1
289,0.51506083,0.862627394,0.581704331,1,1
290,0.510318766,0.863127046,0.587541747,1,1
291,0.505472071,0.863735396,0.593129547,1,1
292,0.500521564,0.864428032,0.598462372,1,1
293,0.495466342,0.865182683,0.60353744,1,1
294,0.49030421,0.865979748,0.608354225,1,1
295,0.485032257,0.866802713,0.612914216,1,1
296,0.479647461,0.867638425,0.617220743,1,1
297,0.474147256,0.868477254,0.621278868,1,1
298,0.468529969,0.869313117,0.6250953,1,1
299,0.462795103,0.870143394,0.628678323,1,1
300,0.456943431,0.870968735,0.632037724,1,1
301,0.450976922,0.871792774,0.635184701,1,1
302,0.444898528,0.87262176,0.638131752,1,1
303,0.438711899,0.873464119,0.640892537,1,1
304,0.432421059,0.874329966,0.643481714,1,1
305,0.426030131,0.875230576,0.645914764,1,1
306,0.419543131,0.876177842,0.64820779,1,1
307,0.41296387,0.87718374,0.65037732,1,1
308,0.406295988,0.878259823,0.652440104,1,1
309,0.39954308,0.879416769,0.654412914,1,1
310,0.392708921,0.880664009,0.656312363,1,1
311,0.385797719,0.882009448,0.658154726,1,1
312,0.378814368,0.883459304,0.659955784,1,1
313,0.371764649,0.885018067,0.661730675,1,1
314,0.364655333,0.88668857,0.663493766,1,1
315,0.357494167,0.888472177,0.665258535,1,1
316,0.350289729,0.890369054,0.667037464,1,1
317,0.343051167,0.892378495,0.668841948,1,1
318,0.335787843,0.894499272,0.670682218,1,1
319,0.328508942,0.896729957,0.672567265,1,1
320,0.321223075,0.899069191,0.674504792,1,1
321,0.313937957,0.901515847,0.676501173,1,1
322,0.30666019,0.904069077,0.678561422,1,1
323,0.299395195,0.906728211,0.680689188,1,1
324,0.292147305,0.909492522,0.682886751,1,1
325,0.284920028,0.912360864,0.685155044,1,1
326,0.277716444,0.91533121,0.687493672,1,1
327,0.270539703,0.918400133,0.689900954,1,1
328,0.263393571,0.921562283,0.692373958,1,1
329,0.256282945,0.924809913,0.694908545,1,1
330,0.249214288,0.928132512,0.697499417,1,1
331,0.242195919,0.931516596,0.700140155,1,1
332,0.235238107,0.934945696,0.702823255,1,1
333,0.228352957,0.93840056,0.70554016,1,1
334,0.221554075,0.941859574,0.708281285,1,1
335,0.214856042,0.945299377,0.711036029,1,1
336,0.208273737,0.948695632,0.713792782,1,1
337,0.201821563,0.952023879,0.716538933,1,1
338,0.195512644,0.955260419,0.719260856,1,1
339,0.189358055,0.958383141,0.721943908,1,1
340,0.183366164,0.961372226,0.724572412,1,1
341,0.177542112,0.964210665,0.727129651,1,1
342,0.171887506,0.966884553,0.729597852,1,1
343,0.166400332,0.969383116,0.731958181,1,1
344,0.161075114,0.971698483,0.734190742,1,1
345,0.155903303,0.973825209,0.736274584,1,1
346,0.150873892,0.975759589,0.738187724,1,1
347,0.145974202,0.977498824,0.739907175,1,1
348,0.141190798,0.979040101,0.741409001,1,1
349,0.136510463,0.980379679,0.742668392,1,1
350,0.131921183,0.981512042,0.743659752,1,1
351,0.127413056,0.982429192,0.744356824,1,1
352,0.122979092,0.983120142,0.744732823,1,1
353,0.118615851,0.983570623,0.744760604,1,1
354,0.114323891,0.983763044,0.744412838,1,1
355,0.110108035,0.983676669,0.743662199,1,1
356,0.105977444,0.983288006,0.742481559,1,1
357,0.101945521,0.982571359,0.740844183,1,1
358,0.098029688,0.981499488,0.7387239,1,1
359,0.094251042,0.980044338,0.736095271,1,1
360,0.090633951,0.97817776,0.732933722,1,1
361,0.087205595,0.975872188,0.72921565,1,1
362,0.083995489,0.973101208,0.7249185,1,1
363,0.08103501,0.969839994,0.720020809,1,1
364,0.078356925,0.966065572,0.714502232,1,1
365,0.075994952,0.961756918,0.708343546,1,1
366,0.073983333,0.956894876,0.701526658,1,1
367,0.072356437,0.951461936,0.694034623,1,1
368,0.071148374,0.945441915,0.685851699,1,1
369,0.070392627,0.938819595,0.676963446,1,1
370,0.070121687,0.931580381,0.667356905,1,1
371,0.070366672,0.923710056,0.657020858,1,1
372,0.071156933,0.915194696,0.645946189,1,1
373,0.072519628,0.906020794,0.634126358,1,1
374,0.074479254,0.896175628,0.621557981,1,1
375,0.077057137,0.88564789,0.608241512,1,1
376,0.080270876,0.874428558,0.594182011,1,1
377,0.084133752,0.862511966,0.579389978,1,1
378,0.088654131,0.849897016,0.563882208,1,1
379,0.093834877,0.836588431,0.547682647,1,1
380,0.099672821,0.822597967,0.530823185,1,1
381,0.106158328,0.807945474,0.513344351,1,1
382,0.113275002,0.792659724,0.495295863,1,1
383,0.120999566,0.776778915,0.476736987,1,1
384,0.129301946,0.76035083,0.457736675,1,1
385,0.138145583,0.743432613,0.438373446,1,1
386,0.147487953,0.726090175,0.418735,1,1
387,0.157281308,0.708397277,0.398917565,1,1
388,0.167473611,0.690434319,0.379024965,1,1
389,0.178009622,0.672286933,0.359167461,1,1
390,0.188832118,0.654044411,0.33946036,1,1
391,0.199883189,0.63579807,0.320022466,1,1
392,0.211105578,0.617639592,0.300974393,1,1
393,0.222444011,0.599659402,0.28243681,1,1
394,0.233846471,0.581945125,0.264528665,1,1
395,0.245265377,0.564580173,0.247365446,1,1
396,0.256658599,0.547642467,0.231057518,1,1
397,0.267990281,0.531203358,0.215708597,1,1
398,0.27923141,0.515326752,0.201414378,1,1
399,0.290360099,0.500068477,0.188261364,1,1
400,0.301361531,0.485475916,0.176325895,1,1
401,0.312227578,0.471587908,0.165673401,1,1
402,0.322956077,0.458434944,0.156357871,1,1
403,0.333549801,0.446039615,0.148421533,1,1
404,0.344015178,0.434417321,0.141894732,1,1
405,0.354360847,0.423577168,0.136795988,1,1
406,0.364596118,0.41352303,0.133132218,1,1
407,0.374729461,0.404254692,0.130899091,1,1
408,0.384767119,0.395769027,0.130081507,1,1
409,0.394711943,0.388061123,0.130654168,1,1
410,0.404562527,0.381125309,0.132582234,1,1
411,0.41431273,0.374956017,0.135822031,1,1
412,0.423951599,0.369548428,0.140321816,1,1
413,0.43346373,0.364898889,0.146022557,1,1
414,0.44283003,0.36100506,0.152858739,1,1
415,0.452028835,0.357865818,0.160759168,1,1
416,0.461037312,0.355480933,0.169647762,1,1
417,0.469833019,0.353850548,0.179444314,1,1
418,0.478395512,0.352974532,0.190065232,1,1
419,0.486707863,0.35285176,0.201424222,1,1
420,0.494757941,0.353479392,0.213432937,1,1
421,0.502539344,0.354852238,0.226001569,1,1
422,0.510051887,0.356962236,0.239039398,1,1
423,0.517301573,0.359798139,0.252455304,1,1
424,0.524300048,0.363345393,0.266158247,1,1
425,0.531063569,0.367586258,0.280057735,1,1
426,0.53761158,0.37250012,0.294064288,1,1
427,0.543965024,0.378063993,0.30808993,1,1
428,0.550144561,0.384253121,0.322048696,1,1
429,0.556168854,0.391041658,0.335857203,1,1
430,0.56205311,0.398403327,0.349435272,1,1
431,0.567807997,0.40631202,0.362706604,1,1
432,0.573439056,0.414742287,0.375599527,1,1
433,0.578946644,0.42366968,0.388047787,1,1
434,0.584326401,0.433070949,0.399991365,1,1
435,0.589570177,0.4429241,0.411377301,1,1
436,0.594667299,0.453208329,0.422160492,1,1
437,0.599606045,0.463903875,0.432304401,1,1
438,0.604375147,0.47499183,0.441781666,1,1
439,0.608965158,0.486453935,0.450574528,1,1
440,0.613369551,0.498272391,0.458675058,1,1
441,0.61758542,0.510429717,0.466085133,1,1
442,0.621613713,0.522908642,0.472816139,1,1
443,0.625458985,0.535692037,0.478888379,1,1
444,0.629128687,0.548762874,0.484330202,1,1
445,0.632632077,0.562104192,0.489176867,1,1
446,0.635978867,0.575699041,0.493469177,1,1
447,0.639177763,0.589530389,0.497251973,1,1
448,0.642235055,0.603580967,0.500572526,1,1
449,0.645153427,0.617833049,0.503478955,1,1
450,0.647931145,0.632268153,0.506018738,1,1
451,0.650561747,0.646866682,0.508237431,1,1
452,0.653034309,0.661607516,0.51017766,1,1
453,0.65533432,0.676467587,0.511878463,1,1
454,0.65744513,0.691421468,0.51337502,1,1
455,0.659349885,0.706441014,0.514698765,1,1
456,0.66103378,0.721495092,0.515877856,1,1
457,0.662486439,0.736549435,0.516937929,1,1
458,0.663704178,0.751566636,0.517903029,1,1
459,0.664691898,0.766506296,0.518796584,1,1
460,0.665464346,0.781325335,0.519642263,1,1
461,0.666046534,0.795978424,0.520464566,1,1
462,0.666473124,0.810418557,0.521288996,1,1
463,0.66678671,0.824597678,0.522141705,1,1
464,0.667034965,0.83846738,0.523048538,1,1
465,0.667266806,0.851979591,0.52403348,1,1
466,0.667527769,0.865087242,0.525116562,1,1
467,0.667854962,0.877744879,0.526311376,1,1
468,0.668272014,0.889909199,0.527622418,1,1
469,0.668784532,0.901539505,0.52904251,1,1
470,0.669376563,0.912598082,0.530550639,1,1
471,0.670008568,0.923050509,0.532110512,1,1
472,0.670617302,0.932865924,0.533670124,1,1
473,0.671117862,0.942017276,0.535162578,1,1
474,0.671407993,0.950481565,0.536508281,1,1
475,0.671374521,0.958240105,0.53761853,1,1
476,0.670901536,0.965278803,0.538400338,1,1
477,0.669879754,0.971588439,0.538762235,1,1
478,0.66821629,0.977164932,0.538620588,1,1
479,0.665843946,0.982009566,0.53790593,1,1
480,0.662729082,0.986129116,0.536568711,1,1
481,0.65887719,0.989535863,0.534583862,1,1
482,0.654335455,0.992247458,0.531953692,1,1
483,0.649191838,0.994286612,0.528708729,1,1
484,0.643570556,0.995680629,0.524906345,1,1
485,0.637624227,0.996460774,0.52062723,1,1
486,0.631523291,0.996661513,0.515970031,1,1
487,0.625443687,0.996319676,0.511044678,1,1
488,0.619553949,0.995473561,0.505965085,1,1
489,0.61400299,0.994162057,0.50084196,1,1
490,0.608909745,0.992423795,0.495776459,1,1
491,0.60435565,0.990296402,0.490855259,1,1
492,0.600380592,0.987815846,0.486147475,1,1
493,0.59698258,0.985015916,0.481703566,1,1
494,0.594120997,0.981927841,0.47755619,1,1
495,0.591722938,0.978580036,0.473722725,1,1
496,0.589691857,0.974997996,0.47020903,1,1
497,0.587917579,0.971204315,0.467013911,1,1
498,0.586286666,0.967218837,0.464133751,1,1
499,0.584692179,0.963058925,0.461566768,1,1
500,0.583041994,0.958739847,0.45931648,1,1
501,0.581265066,0.954275258,0.457394059,1,1
502,0.579315243,0.949677768,0.455819422,1,1
503,0.577172516,0.944959568,0.454621016,1,1
504,0.574841821,0.940133082,0.453834438,1,1
505,0.572349723,0.935211612,0.453500079,1,1
506,0.569739469,0.930209932,0.453660112,1,1
507,0.56706498,0.925144797,0.454355129,1,1
508,0.564384424,0.920035326,0.455620783,1,1
509,0.561753943,0.914903228,0.457484726,1,1
510,0.559222081,0.909772851,0.459964086,1,1
511,0.556825309,0.904671033,0.463063687,1,1
512,0.554584956,0.899626766,0.466775087,1,1
513,0.552505656,0.894670669,0.471076466,1,1
514,0.550575331,0.889834304,0.475933319,1,1
515,0.548766562,0.885149351,0.481299843,1,1
516,0.547039117,0.880646701,0.487120858,1,1
517,0.545343315,0.876355512,0.493334093,1,1
518,0.543623867,0.872302278,0.499872665,1,1
519,0.54182383,0.868509976,0.50666754,1,1
520,0.539888317,0.864997355,0.513649866,1,1
521,0.537767676,0.861778397,0.520753013,1,1
522,0.535419924,0.858862008,0.527914263,1,1
523,0.5328123,0.856251951,0.535076081,1,1
524,0.529921896,0.85394703,0.542186969,1,1
525,0.526735443,0.851941502,0.549201906,1,1
526,0.523248355,0.850225703,0.556082442,1,1
527,0.519463221,0.848786819,0.562796492,1,1
528,0.515387967,0.847609767,0.569317917,1,1
529,0.511033892,0.846678111,0.57562596,1,1
530,0.506413783,0.845974963,0.581704616,1,1
531,0.50154029,0.845483799,0.587542,1,1
532,0.496424664,0.845189165,0.59312975,1,1
533,0.491075954,0.84507721,0.598462513,1,1
534,0.485500674,0.845136052,0.603537516,1,1
535,0.479702919,0.845355947,0.608354239,1,1
536,0.473684865,0.845729271,0.612914176,1,1
537,0.467447565,0.846250342,0.61722066,1,1
538,0.460991911,0.846915107,0.621278756,1,1
539,0.454319664,0.847720724,0.625095173,1,1
540,0.4474344,0.848665104,0.628678195,1,1
541,0.440342309,0.849746431,0.632037607,1,1
542,0.433052722,0.850962738,0.635184604,1,1
543,0.425578339,0.852311554,0.638131681,1,1
544,0.417935128,0.853789661,0.640892494,1,1
545,0.410141881,0.855392995,0.643481699,1,1
546,0.402219497,0.857116677,0.645914774,1,1
547,0.394190012,0.858955194,0.648207821,1,1
548,0.386075491,0.860902687,0.650377366,1,1
549,0.377896851,0.862953334,0.652440158,1,1
550,0.369672731,0.865101779,0.65441297,1,1
551,0.361418491,0.867343564,0.656312416,1,1
552,0.353145438,0.869675508,0.658154772,1,1
553,0.344860354,0.872095995,0.659955819,1,1
554,0.336565361,0.874605122,0.661730698,1,1
555,0.32825818,0.87720468,0.663493777,1,1
556,0.31993275,0.879897942,0.665258534,1,1
557,0.311580201,0.882689276,0.667037453,1,1
558,0.303190102,0.885583576,0.66884193,1,1
559,0.294751893,0.888585567,0.670682195,1,1
560,0.286256383,0.891699038,0.67256724,1,1
561,0.277697172,0.894926064,0.674504768,1,1
562,0.269071876,0.898266304,0.676501152,1,1
563,0.260383004,0.901716434,0.678561405,1,1
564,0.251638427,0.905269799,0.680689176,1,1
565,0.242851352,0.908916307,0.682886745,1,1
566,0.234039838,0.912642586,0.685155043,1,1
567,0.225225875,0.916432399,0.687493676,1,1
568,0.216434172,0.92026726,0.689900961,1,1
569,0.207690758,0.924127202,0.692373967,1,1
570,0.199021584,0.927991589,0.694908556,1,1
571,0.190451266,0.931839923,0.697499428,1,1
572,0.182002101,0.935652531,0.700140164,1,1
573,0.173693431,0.939411101,0.702823263,1,1
574,0.165541389,0.943099009,0.705540166,1,1
575,0.157559004,0.946701429,0.708281289,1,1
576,0.149756589,0.950205241,0.71103603,1,1
577,0.142142311,0.953598763,0.713792781,1,1
578,0.134722826,0.956871355,0.71653893,1,1
579,0.127503869,0.960012949,0.719260852,1,1
580,0.120490694,0.963013562,0.721943903,1,1
